date,요일,포도_거래량(kg),포도_가격(원/kg),망고_거래량(kg),망고_가격(원/kg),체리_거래량(kg),체리_가격(원/kg),레몬_거래량(kg),레몬_가격(원/kg),블루베리_거래량(kg),블루베리_가격(원/kg),수박_거래량(kg),수박_가격(원/kg),딸기_거래량(kg),딸기_가격(원/kg),메론_거래량(kg),메론_가격(원/kg),사과_거래량(kg),사과_가격(원/kg),참외_거래량(kg),참외_가격(원/kg),감귤_거래량(kg),감귤_가격(원/kg),바나나_거래량(kg),바나나_가격(원/kg),복숭아_거래량(kg),복숭아_가격(원/kg),참다래(키위)_거래량(kg),참다래(키위)_가격(원/kg),자두_거래량(kg),자두_가격(원/kg),파인애플_거래량(kg),파인애플_가격(원/kg)
2020-01-12,일요일,2091.0,3730.2725968436157,450.0,7133.333333333333,840.0,8000.0,0.0,0.0,105.0,6666.666666666667,0.0,0.0,285.0,12500.0,712.0,3216.2921348314608,13440.0,2526.4434523809523,0.0,0.0,9930.0,1460.8761329305137,0.0,0.0,0.0,0.0,800.0,3800.0,0.0,0.0,0.0,0.0
2020-01-13,월요일,96624.99999999999,6927.072517464426,7424.0,7152.081088362069,11257.0,11748.644399040597,6593.04,3357.764551709075,1737.0,10902.30282095567,59378.0,2280.377176732123,391309.85,11599.069126422452,56835.0,3314.187630861265,4457157.0,2412.333269839945,10572.5,4423.844880586427,2630857.8,1919.9223165919498,614351.01,1194.666742714397,1215.0,2244.2798353909466,66875.0,3052.666168224299,0.0,0.0,76459.0,1764.9773080997659
2020-01-14,화요일,76656.6,6912.528079773952,16683.0,6629.928669903495,6833.0,10911.129811210303,16235.6,3170.3263199389,1983.2,11810.336829366679,31399.5,2325.564738292011,355626.30000000005,10374.294465847997,43921.0,3153.63470777077,3135417.6,2294.415876213746,8828.0,3744.2376529225194,2078479.08,1906.2214645913107,402818.80000000005,1240.138146481743,5580.0,3302.3118279569894,44561.4,3195.670019344096,8.0,6500.0,71710.0,1653.2529633245015
2020-01-15,수요일,63381.899999999994,8335.928332852123,28343.0,4799.386091803973,16473.0,11641.898864809082,15175.0,3000.5174958813836,4165.5,12666.522626335374,33215.0,2335.0709619147974,257080.25,10564.020106562057,43843.5,3372.8848289940356,2885220.0,2342.9453594526585,12078.0,4175.832091405862,2161734.7,1956.2642131802759,352932.0,1390.874247730441,2510.0,4233.306772908367,51689.5,4046.9872991613383,22.0,12704.545454545454,39280.0,1744.2718940936863
2020-01-16,목요일,60293.4,8207.531504277416,15434.0,7185.5163923804585,7684.0,12020.406038521603,7049.4,3048.5005816097823,1158.4,9450.362569060773,28638.0,2130.0736783294924,212278.3,11141.470889864862,49639.0,3381.933963214408,2519120.5,2480.5540763135386,11978.0,4151.60544331274,2165733.5,1995.8380474790642,448365.4,1317.2011042778947,2505.0,4308.982035928144,35222.35,3486.3491504683816,0.0,0.0,60484.5,1749.037852672999
2020-01-17,금요일,84808.8,7112.6881880182245,29751.0,7010.928372155558,10745.0,11225.69567240577,13097.2,3002.218794856916,1373.6,6104.3972044263255,44202.5,2575.8398280640235,309383.83999999997,11511.076551380318,41417.0,3320.0924258154864,2228076.0,2505.8196174636773,13115.0,3881.6164696911933,2119633.7,2014.4606023201081,440983.0,1315.542458552824,0.0,0.0,51365.0,3174.05821084396,2.0,12500.0,50428.0,1556.9921472197984
2020-01-18,토요일,54579.7,8721.792534587035,22457.0,5683.728904127889,8832.0,11430.566123188406,2342.0,2893.181041844577,351.0,11590.88319088319,48969.0,2566.633176090996,353690.2,11495.776529855788,48316.0,3162.474956536137,1488605.6,2496.5434202316583,14753.0,3631.6071307530674,2266500.3,2066.279205875243,174015.12,1544.8043825157263,0.0,0.0,27938.6,3494.3626380706264,15.0,11200.0,20561.0,1751.0821458100288
2020-01-19,일요일,984.0,3902.439024390244,300.0,7533.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,7569.0,2494.4378385519885,2324.0,12037.134251290878,4784.0,2873.3904682274247,40305.0,2949.971467559856,350.0,3200.0,37181.0,1679.9252306285468,0.0,0.0,2500.0,3852.56,1600.0,2500.0,0.0,0.0,0.0,0.0
2020-01-20,월요일,85965.0,8277.121153958005,20031.0,6281.903050272078,13338.0,10689.685110211425,10139.76,2737.494970295155,295.4,11970.20988490183,172149.0,2818.806522256882,321151.9,12027.341641136172,66282.5,3295.87061441557,1865986.0,2500.9083455074156,22973.0,3965.4638053367,3161404.9,2160.215530759758,515833.9,1252.622442999578,2635.0,4344.971537001898,40374.9,3084.7935227084154,0.0,0.0,64927.0,1550.3088083539976
2020-01-21,화요일,82227.0,7397.982292920817,33891.0,6619.738573662625,16751.0,10947.75893976479,6515.36,2987.0923479285875,2369.5,10082.71787296898,160855.0,2832.4676882906965,269066.26,12962.329442569277,58372.0,3112.5806893716167,932958.5,2480.8822578925,23300.000000000004,4250.188841201716,2714116.0,2022.895572628436,608406.7,1369.0491245411993,1865.0,3990.348525469169,23301.9,3362.973405602118,0.0,0.0,67447.0,1631.6633801355138
2020-01-22,수요일,81877.7,8259.149927269575,26997.0,6087.738267214876,9975.0,11693.1328320802,8626.2,2838.2984396373836,1603.5,11065.169940754598,162797.0,3025.6780530353753,299949.16,15079.499905917392,40248.0,3327.5094414629298,505322.0,2568.0336696205586,15934.8,5229.005070662952,2883935.0,1905.8941897095463,478594.9,1522.5521960221472,2405.0,2676.923076923077,16484.9,4009.4268087765163,0.0,0.0,46236.0,1629.0120252617007
2020-01-23,목요일,66942.59999999999,8345.332419117274,22418.0,6247.746899812651,15332.0,11998.741194886512,8659.98,2924.993822156633,1128.8600000000001,10325.904009354568,119881.20000000001,2878.8526140879467,526821.3,13841.01563850968,36470.0,3250.320208390458,222690.0,2850.318110377655,14314.7,5083.271043053644,2435542.4,1718.3630200812763,565701.2,1454.9935018698918,3565.0,3134.0813464235625,11323.3,4926.197309971475,17.0,12794.117647058823,73435.0,1635.58725403418
2020-01-24,금요일,11343.0,8983.2936612889,3351.0,7413.011041480155,4921.0,12637.370453159927,1210.0,3346.6115702479337,65.0,19230.76923076923,26153.0,2889.385538943907,401901.0,12176.307100504851,9165.0,4126.6448445171845,27280.0,3286.158357771261,3369.0,4925.675274562184,997418.5,1570.145129652197,145327.4,1460.1121330182746,0.0,0.0,2379.8,3832.33885200437,33.0,16409.090909090908,10492.0,1734.3690430804422
2020-01-27,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5192.0,9161.286594761172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,1735.2941176470588
2020-01-28,화요일,27037.4,6736.937723301797,10948.0,2907.608695652174,9880.0,12552.995951417004,5822.0,3051.7347990381313,1876.5,9706.901145750067,41535.5,2799.9191053436216,510301.52999999997,8831.093422353642,9758.0,5321.648903463824,115288.0,2210.5160988134066,1160.0,6122.1551724137935,454789.0,1958.6995397865824,352080.4,1462.4052915186417,525.0,1828.5714285714287,5288.0,3692.4167927382755,0.0,0.0,33668.0,1590.3231555185932
